BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,10000,00:00.3
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,20000,00:01.1
BubbleSort,30000,00:02.5
BubbleSort,30000,00:02.5
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,30000,00:02.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,40000,00:04.6
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.2
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.1
BubbleSort,50000,00:07.2
BubbleSort,50000,00:07.2
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.4
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,60000,00:10.3
BubbleSort,70000,00:14.1
BubbleSort,70000,00:14.0
BubbleSort,70000,00:13.9
BubbleSort,70000,00:13.9
BubbleSort,70000,00:14.0
BubbleSort,70000,00:14.1
BubbleSort,70000,00:14.0
BubbleSort,70000,00:14.0
BubbleSort,70000,00:14.1
BubbleSort,70000,00:14.1
BubbleSort,80000,00:18.4
BubbleSort,80000,00:18.3
BubbleSort,80000,00:18.4
BubbleSort,80000,00:18.3
BubbleSort,80000,00:18.3
BubbleSort,80000,00:18.3
BubbleSort,80000,00:18.4
BubbleSort,80000,00:18.3
BubbleSort,80000,00:18.4
BubbleSort,80000,00:18.3
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,90000,00:23.2
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.6
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.7
BubbleSort,100000,00:28.6
BubbleSort,100000,00:28.7
